Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,933,TURN,272,EDM&nbsp;GIVEAWAY - #27 GORDON- Off. Zone,EDMONTON OILERS_27_BOYD GORDON,,,,Off. Zone,,,,WINNIPEG JETS_17_JAMES WRIGHT,WINNIPEG JETS_9_EVANDER KANE,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_14_JORDAN EBERLE,EDMONTON OILERS_27_BOYD GORDON,EDMONTON OILERS_6_JESSE JOENSUU,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_5_LADISLAV SMID,EDMONTON OILERS_40_DEVAN DUBNYK,,,0,6,6,0,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,GIVE,933,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,921,HIT,273,WPG #33 BYFUGLIEN HIT EDM #14 EBERLE- Def. Zone,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,EDMONTON OILERS_14_JORDAN EBERLE,,,Def. Zone,,,,WINNIPEG JETS_17_JAMES WRIGHT,WINNIPEG JETS_9_EVANDER KANE,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_14_JORDAN EBERLE,EDMONTON OILERS_27_BOYD GORDON,EDMONTON OILERS_6_JESSE JOENSUU,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_5_LADISLAV SMID,EDMONTON OILERS_40_DEVAN DUBNYK,,,1,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,HIT,921,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,913,PENL,275,WPG #33 BYFUGLIEN&nbsp;Roughing(2 min)- Def. Zone Drawn By: EDM #6 JOENSUU,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,EDMONTON OILERS_6_JESSE JOENSUU,,,Def. Zone,,,,WINNIPEG JETS_17_JAMES WRIGHT,WINNIPEG JETS_9_EVANDER KANE,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_14_JORDAN EBERLE,EDMONTON OILERS_27_BOYD GORDON,EDMONTON OILERS_6_JESSE JOENSUU,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_5_LADISLAV SMID,EDMONTON OILERS_40_DEVAN DUBNYK,,,1,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,PENL,913,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,913,PENL,276,EDM #6 JOENSUU&nbsp;Roughing(2 min)- Off. Zone Drawn By: WPG #33 BYFUGLIEN,EDMONTON OILERS_6_JESSE JOENSUU,BYFUGLIEN,,,Off. Zone,,,,WINNIPEG JETS_17_JAMES WRIGHT,WINNIPEG JETS_9_EVANDER KANE,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,,EDMONTON OILERS_14_JORDAN EBERLE,EDMONTON OILERS_27_BOYD GORDON,EDMONTON OILERS_6_JESSE JOENSUU,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_5_LADISLAV SMID,EDMONTON OILERS_40_DEVAN DUBNYK,,,0,6,5,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,PENL,913,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,913,FAC,277,EDM won Off. Zone - WPG #55 SCHEIFELE vs EDM #14 EBERLE,EDMONTON OILERS_14_JORDAN EBERLE,WINNIPEG JETS_55_MARK SCHEIFELE,,,Off. Zone,,,,WINNIPEG JETS_55_MARK SCHEIFELE,WINNIPEG JETS_26_BLAKE WHEELER,WINNIPEG JETS_4_PAUL POSTMA,WINNIPEG JETS_39_TOBIAS ENSTROM,WINNIPEG JETS_31_ONDREJ PAVELEC,,EDMONTON OILERS_14_JORDAN EBERLE,EDMONTON OILERS_57_DAVID PERRON,EDMONTON OILERS_19_JUSTIN SCHULTZ,EDMONTON OILERS_21_ANDREW FERENCE,EDMONTON OILERS_40_DEVAN DUBNYK,,,,0,5,5,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,FAC,913,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,889,TURN,279,WPG&nbsp;TAKEAWAY - #26 WHEELER- Off. Zone,WINNIPEG JETS_26_BLAKE WHEELER,,,,Off. Zone,,,,WINNIPEG JETS_55_MARK SCHEIFELE,WINNIPEG JETS_26_BLAKE WHEELER,WINNIPEG JETS_4_PAUL POSTMA,WINNIPEG JETS_39_TOBIAS ENSTROM,WINNIPEG JETS_31_ONDREJ PAVELEC,,EDMONTON OILERS_14_JORDAN EBERLE,EDMONTON OILERS_57_DAVID PERRON,EDMONTON OILERS_19_JUSTIN SCHULTZ,EDMONTON OILERS_21_ANDREW FERENCE,EDMONTON OILERS_40_DEVAN DUBNYK,,,,1,5,5,0,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,TAKE,889,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,853,TURN,280,WPG&nbsp;GIVEAWAY - #16 LADD- Def. Zone,WINNIPEG JETS_16_ANDREW LADD,,,,Def. Zone,,,,WINNIPEG JETS_18_BRYAN LITTLE,WINNIPEG JETS_16_ANDREW LADD,WINNIPEG JETS_4_PAUL POSTMA,WINNIPEG JETS_39_TOBIAS ENSTROM,WINNIPEG JETS_31_ONDREJ PAVELEC,,EDMONTON OILERS_83_ALES HEMSKY,EDMONTON OILERS_4_TAYLOR HALL,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_5_LADISLAV SMID,EDMONTON OILERS_40_DEVAN DUBNYK,,,,1,5,5,1,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,GIVE,853,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,841,BLOCK,281,WPG #18 LITTLE BLOCKED BY  EDM #5 SMID- Wrist- Def. Zone,EDMONTON OILERS_5_LADISLAV SMID,WINNIPEG JETS_18_BRYAN LITTLE,,,Def. Zone,Wrist,,,WINNIPEG JETS_18_BRYAN LITTLE,WINNIPEG JETS_16_ANDREW LADD,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,,EDMONTON OILERS_83_ALES HEMSKY,EDMONTON OILERS_4_TAYLOR HALL,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_5_LADISLAV SMID,EDMONTON OILERS_40_DEVAN DUBNYK,,,,0,5,5,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,BLOCK,841,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,834,TURN,282,WPG&nbsp;TAKEAWAY - #8 TROUBA- Def. Zone,WINNIPEG JETS_8_JACOB TROUBA,,,,Def. Zone,,,,WINNIPEG JETS_18_BRYAN LITTLE,WINNIPEG JETS_16_ANDREW LADD,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,,EDMONTON OILERS_83_ALES HEMSKY,EDMONTON OILERS_4_TAYLOR HALL,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_19_JUSTIN SCHULTZ,EDMONTON OILERS_40_DEVAN DUBNYK,,,,1,5,5,0,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,TAKE,834,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,822,TURN,283,WPG&nbsp;TAKEAWAY - #16 LADD- Off. Zone,WINNIPEG JETS_16_ANDREW LADD,,,,Off. Zone,,,,WINNIPEG JETS_12_OLLI JOKINEN,WINNIPEG JETS_16_ANDREW LADD,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,,EDMONTON OILERS_14_JORDAN EBERLE,EDMONTON OILERS_64_NAIL YAKUPOV,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_19_JUSTIN SCHULTZ,EDMONTON OILERS_40_DEVAN DUBNYK,,,,1,5,5,0,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,TAKE,822,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,802,TURN,285,EDM&nbsp;TAKEAWAY - #2 PETRY- Def. Zone,EDMONTON OILERS_2_JEFF PETRY,,,,Def. Zone,,,,WINNIPEG JETS_12_OLLI JOKINEN,WINNIPEG JETS_9_EVANDER KANE,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,,EDMONTON OILERS_14_JORDAN EBERLE,EDMONTON OILERS_64_NAIL YAKUPOV,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_19_JUSTIN SCHULTZ,EDMONTON OILERS_40_DEVAN DUBNYK,,,,0,5,5,1,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,TAKE,802,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,794,MISS,286,WPG #8 TROUBA- Wrist- Wide of Net- Off. Zone- 44 ft.,WINNIPEG JETS_8_JACOB TROUBA,,,,Off. Zone,Wrist,Wide of Net,44,WINNIPEG JETS_12_OLLI JOKINEN,WINNIPEG JETS_9_EVANDER KANE,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,,EDMONTON OILERS_14_JORDAN EBERLE,EDMONTON OILERS_64_NAIL YAKUPOV,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_19_JUSTIN SCHULTZ,EDMONTON OILERS_40_DEVAN DUBNYK,,,,1,5,5,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,MISS,794,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,769,BLOCK,287,EDM #64 YAKUPOV BLOCKED BY  WPG #5 STUART- Snap- Def. Zone,WINNIPEG JETS_5_MARK STUART,EDMONTON OILERS_64_NAIL YAKUPOV,,,Def. Zone,Snap,,,WINNIPEG JETS_55_MARK SCHEIFELE,WINNIPEG JETS_40_DEVIN SETOGUCHI,WINNIPEG JETS_9_EVANDER KANE,WINNIPEG JETS_4_PAUL POSTMA,WINNIPEG JETS_5_MARK STUART,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_64_NAIL YAKUPOV,EDMONTON OILERS_6_JESSE JOENSUU,EDMONTON OILERS_57_DAVID PERRON,EDMONTON OILERS_15_NICK SCHULTZ,EDMONTON OILERS_77_ANTON BELOV,EDMONTON OILERS_40_DEVAN DUBNYK,,,1,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,BLOCK,769,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,761,HIT,288,EDM #57 PERRON HIT WPG #40 SETOGUCHI- Neu. Zone,EDMONTON OILERS_57_DAVID PERRON,WINNIPEG JETS_40_DEVIN SETOGUCHI,,,Neu. Zone,,,,WINNIPEG JETS_17_JAMES WRIGHT,WINNIPEG JETS_55_MARK SCHEIFELE,WINNIPEG JETS_40_DEVIN SETOGUCHI,WINNIPEG JETS_4_PAUL POSTMA,WINNIPEG JETS_5_MARK STUART,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_26_MARK ARCOBELLO,EDMONTON OILERS_57_DAVID PERRON,EDMONTON OILERS_94_RYAN SMYTH,EDMONTON OILERS_15_NICK SCHULTZ,EDMONTON OILERS_77_ANTON BELOV,EDMONTON OILERS_40_DEVAN DUBNYK,,,0,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,HIT,761,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,751,FAC,290,EDM won Def. Zone - WPG #55 SCHEIFELE vs EDM #26 ARCOBELLO,EDMONTON OILERS_26_MARK ARCOBELLO,WINNIPEG JETS_55_MARK SCHEIFELE,,,Def. Zone,,,,WINNIPEG JETS_17_JAMES WRIGHT,WINNIPEG JETS_55_MARK SCHEIFELE,WINNIPEG JETS_67_MICHAEL FROLIK,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,WINNIPEG JETS_39_TOBIAS ENSTROM,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_26_MARK ARCOBELLO,EDMONTON OILERS_57_DAVID PERRON,EDMONTON OILERS_94_RYAN SMYTH,EDMONTON OILERS_15_NICK SCHULTZ,EDMONTON OILERS_77_ANTON BELOV,EDMONTON OILERS_40_DEVAN DUBNYK,,,0,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,FAC,751,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,714,FAC,292,EDM won Neu. Zone - WPG #19 SLATER vs EDM #41 ACTON,EDMONTON OILERS_41_WILL ACTON,WINNIPEG JETS_19_JIM SLATER,,,Neu. Zone,,,,WINNIPEG JETS_19_JIM SLATER,WINNIPEG JETS_27_ERIC TANGRADI,WINNIPEG JETS_22_CHRIS THORBURN,WINNIPEG JETS_4_PAUL POSTMA,WINNIPEG JETS_5_MARK STUART,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_13_MIKE BROWN,EDMONTON OILERS_41_WILL ACTON,EDMONTON OILERS_20_LUKE GAZDIC,EDMONTON OILERS_15_NICK SCHULTZ,EDMONTON OILERS_77_ANTON BELOV,EDMONTON OILERS_40_DEVAN DUBNYK,,,0,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,FAC,714,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,699,HIT,293,EDM #13 BROWN HIT WPG #22 THORBURN- Off. Zone,EDMONTON OILERS_13_MIKE BROWN,WINNIPEG JETS_22_CHRIS THORBURN,,,Off. Zone,,,,WINNIPEG JETS_19_JIM SLATER,WINNIPEG JETS_27_ERIC TANGRADI,WINNIPEG JETS_22_CHRIS THORBURN,WINNIPEG JETS_4_PAUL POSTMA,WINNIPEG JETS_5_MARK STUART,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_13_MIKE BROWN,EDMONTON OILERS_41_WILL ACTON,EDMONTON OILERS_20_LUKE GAZDIC,EDMONTON OILERS_15_NICK SCHULTZ,EDMONTON OILERS_77_ANTON BELOV,EDMONTON OILERS_40_DEVAN DUBNYK,-41,-12,0,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,HIT,699,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,690,FAC,295,WPG won Neu. Zone - WPG #18 LITTLE vs EDM #4 HALL,WINNIPEG JETS_18_BRYAN LITTLE,EDMONTON OILERS_4_TAYLOR HALL,,,Neu. Zone,,,,WINNIPEG JETS_18_BRYAN LITTLE,WINNIPEG JETS_26_BLAKE WHEELER,WINNIPEG JETS_16_ANDREW LADD,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,WINNIPEG JETS_39_TOBIAS ENSTROM,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_83_ALES HEMSKY,EDMONTON OILERS_4_TAYLOR HALL,EDMONTON OILERS_94_RYAN SMYTH,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_5_LADISLAV SMID,EDMONTON OILERS_40_DEVAN DUBNYK,,,1,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,FAC,690,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,675,TURN,296,WPG&nbsp;TAKEAWAY - #26 WHEELER- Off. Zone,WINNIPEG JETS_26_BLAKE WHEELER,,,,Off. Zone,,,,WINNIPEG JETS_18_BRYAN LITTLE,WINNIPEG JETS_26_BLAKE WHEELER,WINNIPEG JETS_16_ANDREW LADD,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,WINNIPEG JETS_39_TOBIAS ENSTROM,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_83_ALES HEMSKY,EDMONTON OILERS_4_TAYLOR HALL,EDMONTON OILERS_94_RYAN SMYTH,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_5_LADISLAV SMID,EDMONTON OILERS_40_DEVAN DUBNYK,,,1,6,6,0,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,TAKE,675,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,672,TURN,297,WPG&nbsp;GIVEAWAY - #26 WHEELER- Off. Zone,WINNIPEG JETS_26_BLAKE WHEELER,,,,Off. Zone,,,,WINNIPEG JETS_18_BRYAN LITTLE,WINNIPEG JETS_26_BLAKE WHEELER,WINNIPEG JETS_16_ANDREW LADD,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,WINNIPEG JETS_39_TOBIAS ENSTROM,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_83_ALES HEMSKY,EDMONTON OILERS_4_TAYLOR HALL,EDMONTON OILERS_94_RYAN SMYTH,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_5_LADISLAV SMID,EDMONTON OILERS_40_DEVAN DUBNYK,,,1,6,6,1,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,GIVE,672,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,669,MISS,298,EDM #4 HALL- Snap- Wide of Net- Off. Zone- 35 ft.,EDMONTON OILERS_4_TAYLOR HALL,,,,Off. Zone,Snap,Wide of Net,35,WINNIPEG JETS_18_BRYAN LITTLE,WINNIPEG JETS_26_BLAKE WHEELER,WINNIPEG JETS_16_ANDREW LADD,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,WINNIPEG JETS_39_TOBIAS ENSTROM,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_83_ALES HEMSKY,EDMONTON OILERS_4_TAYLOR HALL,EDMONTON OILERS_94_RYAN SMYTH,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_5_LADISLAV SMID,EDMONTON OILERS_40_DEVAN DUBNYK,,,0,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,MISS,669,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,646,HIT,299,EDM #5 SMID HIT WPG #55 SCHEIFELE- Def. Zone,EDMONTON OILERS_5_LADISLAV SMID,WINNIPEG JETS_55_MARK SCHEIFELE,,,Def. Zone,,,,WINNIPEG JETS_55_MARK SCHEIFELE,WINNIPEG JETS_40_DEVIN SETOGUCHI,WINNIPEG JETS_9_EVANDER KANE,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_64_NAIL YAKUPOV,EDMONTON OILERS_4_TAYLOR HALL,EDMONTON OILERS_6_JESSE JOENSUU,EDMONTON OILERS_2_JEFF PETRY,EDMONTON OILERS_5_LADISLAV SMID,EDMONTON OILERS_40_DEVAN DUBNYK,,,0,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,HIT,646,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,627,HIT,300,WPG #8 TROUBA HIT EDM #6 JOENSUU- Def. Zone,WINNIPEG JETS_8_JACOB TROUBA,EDMONTON OILERS_6_JESSE JOENSUU,,,Def. Zone,,,,WINNIPEG JETS_55_MARK SCHEIFELE,WINNIPEG JETS_40_DEVIN SETOGUCHI,WINNIPEG JETS_9_EVANDER KANE,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_27_BOYD GORDON,EDMONTON OILERS_64_NAIL YAKUPOV,EDMONTON OILERS_6_JESSE JOENSUU,EDMONTON OILERS_19_JUSTIN SCHULTZ,EDMONTON OILERS_21_ANDREW FERENCE,EDMONTON OILERS_40_DEVAN DUBNYK,,,1,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,HIT,627,3,0003,1,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,615,TURN,303,EDM&nbsp;GIVEAWAY - #19 SCHULTZ- Def. Zone,EDMONTON OILERS_19_JUSTIN SCHULTZ,,,,Def. Zone,,,,WINNIPEG JETS_55_MARK SCHEIFELE,WINNIPEG JETS_40_DEVIN SETOGUCHI,WINNIPEG JETS_9_EVANDER KANE,WINNIPEG JETS_8_JACOB TROUBA,WINNIPEG JETS_44_ZACH BOGOSIAN,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_27_BOYD GORDON,EDMONTON OILERS_64_NAIL YAKUPOV,EDMONTON OILERS_6_JESSE JOENSUU,EDMONTON OILERS_19_JUSTIN SCHULTZ,EDMONTON OILERS_21_ANDREW FERENCE,EDMONTON OILERS_40_DEVAN DUBNYK,,,0,6,6,0,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,GIVE,615,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,613,FAC,305,EDM won Neu. Zone - WPG #12 JOKINEN vs EDM #26 ARCOBELLO,EDMONTON OILERS_26_MARK ARCOBELLO,WINNIPEG JETS_12_OLLI JOKINEN,,,Neu. Zone,,,,WINNIPEG JETS_12_OLLI JOKINEN,WINNIPEG JETS_17_JAMES WRIGHT,WINNIPEG JETS_67_MICHAEL FROLIK,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,WINNIPEG JETS_39_TOBIAS ENSTROM,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_14_JORDAN EBERLE,EDMONTON OILERS_26_MARK ARCOBELLO,EDMONTON OILERS_57_DAVID PERRON,EDMONTON OILERS_15_NICK SCHULTZ,EDMONTON OILERS_77_ANTON BELOV,EDMONTON OILERS_40_DEVAN DUBNYK,,,0,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,FAC,613,3,0003,0,,,,,,,0,0,
Tuesday, October 1, 2013,8:17,10:56,Rexall Place,16839,0003,WINNIPEG JETS,EDMONTON OILERS,3,EV,599,SHOT,306,EDM ONGOAL - #14 EBERLE- Wrist- Off. Zone- 42 ft.,EDMONTON OILERS_14_JORDAN EBERLE,,,,Off. Zone,Wrist,,42,WINNIPEG JETS_12_OLLI JOKINEN,WINNIPEG JETS_17_JAMES WRIGHT,WINNIPEG JETS_67_MICHAEL FROLIK,WINNIPEG JETS_33_DUSTIN BYFUGLIEN,WINNIPEG JETS_39_TOBIAS ENSTROM,WINNIPEG JETS_31_ONDREJ PAVELEC,EDMONTON OILERS_14_JORDAN EBERLE,EDMONTON OILERS_26_MARK ARCOBELLO,EDMONTON OILERS_57_DAVID PERRON,EDMONTON OILERS_15_NICK SCHULTZ,EDMONTON OILERS_77_ANTON BELOV,EDMONTON OILERS_40_DEVAN DUBNYK,98,14,0,6,6,,WINNIPEG JETS_31_ONDREJ PAVELEC_G,WINNIPEG JETS_31_ONDREJ PAVELEC_G,1,1,1200,1200,SHOT,599,3,0003,0,98,14,79,-21,2,-1,0,0,
