Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,1200,FAC,2,WSH won Neu. Zone - WSH #84 GRABOVSKI vs CHI #19 TOEWS,WASHINGTON CAPITALS_84_MIKHAIL GRABOVSKI,CHICAGO BLACKHAWKS_19_JONATHAN TOEWS,,,Neu. Zone,,,,WASHINGTON CAPITALS_21_BROOKS LAICH,WASHINGTON CAPITALS_84_MIKHAIL GRABOVSKI,WASHINGTON CAPITALS_20_TROY BROUWER,WASHINGTON CAPITALS_4_JOHN ERSKINE,WASHINGTON CAPITALS_74_JOHN CARLSON,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_19_JONATHAN TOEWS,CHICAGO BLACKHAWKS_88_PATRICK KANE,CHICAGO BLACKHAWKS_29_BRYAN BICKELL,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,CHICAGO BLACKHAWKS_7_BRENT SEABROOK,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,1,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,FAC,1200,1,0002,1,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,1188,HIT,3,WSH #20 BROUWER HIT CHI #2 KEITH- Off. Zone,WASHINGTON CAPITALS_20_TROY BROUWER,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,,,Off. Zone,,,,WASHINGTON CAPITALS_21_BROOKS LAICH,WASHINGTON CAPITALS_84_MIKHAIL GRABOVSKI,WASHINGTON CAPITALS_20_TROY BROUWER,WASHINGTON CAPITALS_4_JOHN ERSKINE,WASHINGTON CAPITALS_74_JOHN CARLSON,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_19_JONATHAN TOEWS,CHICAGO BLACKHAWKS_88_PATRICK KANE,CHICAGO BLACKHAWKS_29_BRYAN BICKELL,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,CHICAGO BLACKHAWKS_7_BRENT SEABROOK,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,1,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,HIT,1188,1,0002,1,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,1178,BLOCK,4,CHI #2 KEITH BLOCKED BY  WSH #4 ERSKINE- Slap- Def. Zone,WASHINGTON CAPITALS_4_JOHN ERSKINE,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,,,Def. Zone,Slap,,,WASHINGTON CAPITALS_21_BROOKS LAICH,WASHINGTON CAPITALS_84_MIKHAIL GRABOVSKI,WASHINGTON CAPITALS_20_TROY BROUWER,WASHINGTON CAPITALS_4_JOHN ERSKINE,WASHINGTON CAPITALS_74_JOHN CARLSON,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_19_JONATHAN TOEWS,CHICAGO BLACKHAWKS_88_PATRICK KANE,CHICAGO BLACKHAWKS_29_BRYAN BICKELL,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,CHICAGO BLACKHAWKS_7_BRENT SEABROOK,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,1,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,BLOCK,1178,1,0002,1,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,1146,TURN,5,CHI&nbsp;GIVEAWAY - #4 HJALMARSSON- Def. Zone,CHICAGO BLACKHAWKS_4_NIKLAS HJALMARSSON,,,,Def. Zone,,,,WASHINGTON CAPITALS_19_NICKLAS BACKSTROM,WASHINGTON CAPITALS_90_MARCUS JOHANSSON,WASHINGTON CAPITALS_8_ALEX OVECHKIN,WASHINGTON CAPITALS_27_KARL ALZNER,WASHINGTON CAPITALS_52_MIKE GREEN,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_26_MICHAL HANDZUS,CHICAGO BLACKHAWKS_10_PATRICK SHARP,CHICAGO BLACKHAWKS_81_MARIAN HOSSA,CHICAGO BLACKHAWKS_4_NIKLAS HJALMARSSON,CHICAGO BLACKHAWKS_27_JOHNNY ODUYA,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,0,6,6,0,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,GIVE,1146,1,0002,0,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,1134,HIT,6,WSH #19 BACKSTROM HIT CHI #4 HJALMARSSON- Off. Zone,WASHINGTON CAPITALS_19_NICKLAS BACKSTROM,CHICAGO BLACKHAWKS_4_NIKLAS HJALMARSSON,,,Off. Zone,,,,WASHINGTON CAPITALS_19_NICKLAS BACKSTROM,WASHINGTON CAPITALS_90_MARCUS JOHANSSON,WASHINGTON CAPITALS_8_ALEX OVECHKIN,WASHINGTON CAPITALS_27_KARL ALZNER,WASHINGTON CAPITALS_52_MIKE GREEN,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_26_MICHAL HANDZUS,CHICAGO BLACKHAWKS_10_PATRICK SHARP,CHICAGO BLACKHAWKS_81_MARIAN HOSSA,CHICAGO BLACKHAWKS_4_NIKLAS HJALMARSSON,CHICAGO BLACKHAWKS_27_JOHNNY ODUYA,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,1,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,HIT,1134,1,0002,1,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,1122,TURN,7,CHI&nbsp;TAKEAWAY - #20 SAAD- Neu. Zone,CHICAGO BLACKHAWKS_20_BRANDON SAAD,,,,Neu. Zone,,,,WASHINGTON CAPITALS_16_ERIC FEHR,WASHINGTON CAPITALS_42_JOEL WARD,WASHINGTON CAPITALS_25_JASON CHIMERA,WASHINGTON CAPITALS_27_KARL ALZNER,WASHINGTON CAPITALS_52_MIKE GREEN,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_65_ANDREW SHAW,CHICAGO BLACKHAWKS_22_JIMMY HAYES,CHICAGO BLACKHAWKS_20_BRANDON SAAD,CHICAGO BLACKHAWKS_8_NICK LEDDY,CHICAGO BLACKHAWKS_32_MICHAL ROZSIVAL,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,0,6,6,1,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,TAKE,1122,1,0002,0,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,1117,BLOCK,8,CHI #22 HAYES BLOCKED BY  WSH #52 GREEN- Wrist- Def. Zone,WASHINGTON CAPITALS_52_MIKE GREEN,CHICAGO BLACKHAWKS_22_JIMMY HAYES,,,Def. Zone,Wrist,,,WASHINGTON CAPITALS_16_ERIC FEHR,WASHINGTON CAPITALS_42_JOEL WARD,WASHINGTON CAPITALS_25_JASON CHIMERA,WASHINGTON CAPITALS_27_KARL ALZNER,WASHINGTON CAPITALS_52_MIKE GREEN,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_65_ANDREW SHAW,CHICAGO BLACKHAWKS_22_JIMMY HAYES,CHICAGO BLACKHAWKS_20_BRANDON SAAD,CHICAGO BLACKHAWKS_8_NICK LEDDY,CHICAGO BLACKHAWKS_32_MICHAL ROZSIVAL,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,1,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,BLOCK,1117,1,0002,1,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,1106,HIT,9,CHI #8 LEDDY HIT WSH #42 WARD- Def. Zone,CHICAGO BLACKHAWKS_8_NICK LEDDY,WASHINGTON CAPITALS_42_JOEL WARD,,,Def. Zone,,,,WASHINGTON CAPITALS_16_ERIC FEHR,WASHINGTON CAPITALS_42_JOEL WARD,WASHINGTON CAPITALS_25_JASON CHIMERA,WASHINGTON CAPITALS_38_JACK HILLEN,WASHINGTON CAPITALS_58_CONNOR CARRICK,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_65_ANDREW SHAW,CHICAGO BLACKHAWKS_22_JIMMY HAYES,CHICAGO BLACKHAWKS_20_BRANDON SAAD,CHICAGO BLACKHAWKS_8_NICK LEDDY,CHICAGO BLACKHAWKS_32_MICHAL ROZSIVAL,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,0,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,HIT,1106,1,0002,0,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,1101,HIT,10,WSH #25 CHIMERA HIT CHI #32 ROZSIVAL- Off. Zone,WASHINGTON CAPITALS_25_JASON CHIMERA,CHICAGO BLACKHAWKS_32_MICHAL ROZSIVAL,,,Off. Zone,,,,WASHINGTON CAPITALS_16_ERIC FEHR,WASHINGTON CAPITALS_42_JOEL WARD,WASHINGTON CAPITALS_25_JASON CHIMERA,WASHINGTON CAPITALS_38_JACK HILLEN,WASHINGTON CAPITALS_58_CONNOR CARRICK,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_65_ANDREW SHAW,CHICAGO BLACKHAWKS_22_JIMMY HAYES,CHICAGO BLACKHAWKS_20_BRANDON SAAD,CHICAGO BLACKHAWKS_8_NICK LEDDY,CHICAGO BLACKHAWKS_32_MICHAL ROZSIVAL,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,1,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,HIT,1101,1,0002,1,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,1089,BLOCK,11,CHI #65 SHAW BLOCKED BY  WSH #16 FEHR- Wrist- Def. Zone,WASHINGTON CAPITALS_16_ERIC FEHR,CHICAGO BLACKHAWKS_65_ANDREW SHAW,,,Def. Zone,Wrist,,,WASHINGTON CAPITALS_16_ERIC FEHR,WASHINGTON CAPITALS_42_JOEL WARD,WASHINGTON CAPITALS_25_JASON CHIMERA,WASHINGTON CAPITALS_38_JACK HILLEN,WASHINGTON CAPITALS_58_CONNOR CARRICK,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_65_ANDREW SHAW,CHICAGO BLACKHAWKS_22_JIMMY HAYES,CHICAGO BLACKHAWKS_20_BRANDON SAAD,CHICAGO BLACKHAWKS_4_NIKLAS HJALMARSSON,CHICAGO BLACKHAWKS_27_JOHNNY ODUYA,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,1,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,BLOCK,1089,1,0002,1,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,1079,PENL,12,WSH #16 FEHR&nbsp;Hi-sticking(2 min)- Def. Zone Drawn By: CHI #22 HAYES,WASHINGTON CAPITALS_16_ERIC FEHR,CHICAGO BLACKHAWKS_22_JIMMY HAYES,,,Def. Zone,,,,WASHINGTON CAPITALS_16_ERIC FEHR,WASHINGTON CAPITALS_42_JOEL WARD,WASHINGTON CAPITALS_25_JASON CHIMERA,WASHINGTON CAPITALS_38_JACK HILLEN,WASHINGTON CAPITALS_58_CONNOR CARRICK,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_16_MARCUS KRUGER,CHICAGO BLACKHAWKS_22_JIMMY HAYES,CHICAGO BLACKHAWKS_20_BRANDON SAAD,CHICAGO BLACKHAWKS_4_NIKLAS HJALMARSSON,CHICAGO BLACKHAWKS_27_JOHNNY ODUYA,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,1,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,PENL,1079,1,0002,1,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,PP,1079,FAC,13,CHI won Off. Zone - WSH #20 BROUWER vs CHI #19 TOEWS,CHICAGO BLACKHAWKS_19_JONATHAN TOEWS,WASHINGTON CAPITALS_20_TROY BROUWER,,,Off. Zone,,,,WASHINGTON CAPITALS_21_BROOKS LAICH,WASHINGTON CAPITALS_20_TROY BROUWER,WASHINGTON CAPITALS_4_JOHN ERSKINE,WASHINGTON CAPITALS_74_JOHN CARLSON,WASHINGTON CAPITALS_70_BRADEN HOLTBY,,CHICAGO BLACKHAWKS_19_JONATHAN TOEWS,CHICAGO BLACKHAWKS_10_PATRICK SHARP,CHICAGO BLACKHAWKS_88_PATRICK KANE,CHICAGO BLACKHAWKS_29_BRYAN BICKELL,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,0,6,5,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,FAC,1079,1,0002,0,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,PP,1074,SHOT,14,CHI ONGOAL - #2 KEITH- Wrist- Off. Zone- 54 ft.,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,,,,Off. Zone,Wrist,,54,WASHINGTON CAPITALS_21_BROOKS LAICH,WASHINGTON CAPITALS_20_TROY BROUWER,WASHINGTON CAPITALS_4_JOHN ERSKINE,WASHINGTON CAPITALS_74_JOHN CARLSON,WASHINGTON CAPITALS_70_BRADEN HOLTBY,,CHICAGO BLACKHAWKS_19_JONATHAN TOEWS,CHICAGO BLACKHAWKS_10_PATRICK SHARP,CHICAGO BLACKHAWKS_88_PATRICK KANE,CHICAGO BLACKHAWKS_29_BRYAN BICKELL,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,54,2,0,6,5,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,SHOT,1074,1,0002,0,54,2,71,-9,2,0,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,PP,1020,TURN,17,CHI&nbsp;GIVEAWAY - #50 CRAWFORD- Def. Zone,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,,Def. Zone,,,,WASHINGTON CAPITALS_46_MICHAEL LATTA,WASHINGTON CAPITALS_10_MARTIN ERAT,WASHINGTON CAPITALS_27_KARL ALZNER,WASHINGTON CAPITALS_52_MIKE GREEN,WASHINGTON CAPITALS_70_BRADEN HOLTBY,,CHICAGO BLACKHAWKS_65_ANDREW SHAW,CHICAGO BLACKHAWKS_81_MARIAN HOSSA,CHICAGO BLACKHAWKS_20_BRANDON SAAD,CHICAGO BLACKHAWKS_7_BRENT SEABROOK,CHICAGO BLACKHAWKS_8_NICK LEDDY,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,0,6,5,0,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,GIVE,1020,1,0002,0,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,PP,1007,HIT,19,CHI #65 SHAW HIT WSH #52 GREEN- Off. Zone,CHICAGO BLACKHAWKS_65_ANDREW SHAW,WASHINGTON CAPITALS_52_MIKE GREEN,,,Off. Zone,,,,WASHINGTON CAPITALS_46_MICHAEL LATTA,WASHINGTON CAPITALS_10_MARTIN ERAT,WASHINGTON CAPITALS_27_KARL ALZNER,WASHINGTON CAPITALS_52_MIKE GREEN,WASHINGTON CAPITALS_70_BRADEN HOLTBY,,CHICAGO BLACKHAWKS_65_ANDREW SHAW,CHICAGO BLACKHAWKS_81_MARIAN HOSSA,CHICAGO BLACKHAWKS_20_BRANDON SAAD,CHICAGO BLACKHAWKS_7_BRENT SEABROOK,CHICAGO BLACKHAWKS_8_NICK LEDDY,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,0,6,5,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,HIT,1007,1,0002,0,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,954,FAC,21,CHI won Neu. Zone - WSH #19 BACKSTROM vs CHI #16 KRUGER,CHICAGO BLACKHAWKS_16_MARCUS KRUGER,WASHINGTON CAPITALS_19_NICKLAS BACKSTROM,,,Neu. Zone,,,,WASHINGTON CAPITALS_19_NICKLAS BACKSTROM,WASHINGTON CAPITALS_90_MARCUS JOHANSSON,WASHINGTON CAPITALS_8_ALEX OVECHKIN,WASHINGTON CAPITALS_27_KARL ALZNER,WASHINGTON CAPITALS_52_MIKE GREEN,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_16_MARCUS KRUGER,CHICAGO BLACKHAWKS_42_JOAKIM NORDSTROM,CHICAGO BLACKHAWKS_52_BRANDON BOLLIG,CHICAGO BLACKHAWKS_4_NIKLAS HJALMARSSON,CHICAGO BLACKHAWKS_27_JOHNNY ODUYA,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,0,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,FAC,954,1,0002,0,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,945,FAC,23,WSH won Neu. Zone - WSH #19 BACKSTROM vs CHI #19 TOEWS,WASHINGTON CAPITALS_19_NICKLAS BACKSTROM,CHICAGO BLACKHAWKS_19_JONATHAN TOEWS,,,Neu. Zone,,,,WASHINGTON CAPITALS_19_NICKLAS BACKSTROM,WASHINGTON CAPITALS_90_MARCUS JOHANSSON,WASHINGTON CAPITALS_8_ALEX OVECHKIN,WASHINGTON CAPITALS_27_KARL ALZNER,WASHINGTON CAPITALS_52_MIKE GREEN,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_19_JONATHAN TOEWS,CHICAGO BLACKHAWKS_88_PATRICK KANE,CHICAGO BLACKHAWKS_29_BRYAN BICKELL,CHICAGO BLACKHAWKS_4_NIKLAS HJALMARSSON,CHICAGO BLACKHAWKS_27_JOHNNY ODUYA,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,1,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,FAC,945,1,0002,1,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,888,BLOCK,26,WSH #8 OVECHKIN BLOCKED BY  CHI #27 ODUYA- Wrist- Def. Zone,CHICAGO BLACKHAWKS_27_JOHNNY ODUYA,WASHINGTON CAPITALS_8_ALEX OVECHKIN,,,Def. Zone,Wrist,,,WASHINGTON CAPITALS_19_NICKLAS BACKSTROM,WASHINGTON CAPITALS_90_MARCUS JOHANSSON,WASHINGTON CAPITALS_8_ALEX OVECHKIN,WASHINGTON CAPITALS_4_JOHN ERSKINE,WASHINGTON CAPITALS_52_MIKE GREEN,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_19_JONATHAN TOEWS,CHICAGO BLACKHAWKS_88_PATRICK KANE,CHICAGO BLACKHAWKS_29_BRYAN BICKELL,CHICAGO BLACKHAWKS_7_BRENT SEABROOK,CHICAGO BLACKHAWKS_27_JOHNNY ODUYA,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,0,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,BLOCK,888,1,0002,0,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,867,BLOCK,27,WSH #25 CHIMERA BLOCKED BY  CHI #2 KEITH- Wrist- Def. Zone,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,WASHINGTON CAPITALS_25_JASON CHIMERA,,,Def. Zone,Wrist,,,WASHINGTON CAPITALS_16_ERIC FEHR,WASHINGTON CAPITALS_42_JOEL WARD,WASHINGTON CAPITALS_25_JASON CHIMERA,WASHINGTON CAPITALS_4_JOHN ERSKINE,WASHINGTON CAPITALS_74_JOHN CARLSON,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_26_MICHAL HANDZUS,CHICAGO BLACKHAWKS_10_PATRICK SHARP,CHICAGO BLACKHAWKS_81_MARIAN HOSSA,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,CHICAGO BLACKHAWKS_7_BRENT SEABROOK,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,0,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,BLOCK,867,1,0002,0,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,862,BLOCK,28,WSH #4 ERSKINE BLOCKED BY  CHI #10 SHARP- Snap- Def. Zone,CHICAGO BLACKHAWKS_10_PATRICK SHARP,WASHINGTON CAPITALS_4_JOHN ERSKINE,,,Def. Zone,Snap,,,WASHINGTON CAPITALS_16_ERIC FEHR,WASHINGTON CAPITALS_42_JOEL WARD,WASHINGTON CAPITALS_25_JASON CHIMERA,WASHINGTON CAPITALS_4_JOHN ERSKINE,WASHINGTON CAPITALS_74_JOHN CARLSON,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_26_MICHAL HANDZUS,CHICAGO BLACKHAWKS_10_PATRICK SHARP,CHICAGO BLACKHAWKS_81_MARIAN HOSSA,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,CHICAGO BLACKHAWKS_7_BRENT SEABROOK,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,0,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,BLOCK,862,1,0002,0,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,858,TURN,29,CHI&nbsp;TAKEAWAY - #2 KEITH- Def. Zone,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,,,,Def. Zone,,,,WASHINGTON CAPITALS_16_ERIC FEHR,WASHINGTON CAPITALS_42_JOEL WARD,WASHINGTON CAPITALS_25_JASON CHIMERA,WASHINGTON CAPITALS_4_JOHN ERSKINE,WASHINGTON CAPITALS_74_JOHN CARLSON,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_26_MICHAL HANDZUS,CHICAGO BLACKHAWKS_10_PATRICK SHARP,CHICAGO BLACKHAWKS_81_MARIAN HOSSA,CHICAGO BLACKHAWKS_2_DUNCAN KEITH,CHICAGO BLACKHAWKS_7_BRENT SEABROOK,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,0,6,6,1,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,TAKE,858,1,0002,0,,,,,,,0,0,
Tuesday, October 1, 2013,7:34,10:01,United Center,22158,0002,WASHINGTON CAPITALS,CHICAGO BLACKHAWKS,1,EV,810,HIT,30,WSH #38 HILLEN HIT CHI #22 HAYES- Def. Zone,WASHINGTON CAPITALS_38_JACK HILLEN,CHICAGO BLACKHAWKS_22_JIMMY HAYES,,,Def. Zone,,,,WASHINGTON CAPITALS_46_MICHAEL LATTA,WASHINGTON CAPITALS_10_MARTIN ERAT,WASHINGTON CAPITALS_43_TOM WILSON,WASHINGTON CAPITALS_38_JACK HILLEN,WASHINGTON CAPITALS_58_CONNOR CARRICK,WASHINGTON CAPITALS_70_BRADEN HOLTBY,CHICAGO BLACKHAWKS_65_ANDREW SHAW,CHICAGO BLACKHAWKS_22_JIMMY HAYES,CHICAGO BLACKHAWKS_20_BRANDON SAAD,CHICAGO BLACKHAWKS_8_NICK LEDDY,CHICAGO BLACKHAWKS_32_MICHAL ROZSIVAL,CHICAGO BLACKHAWKS_50_COREY CRAWFORD,,,1,6,6,,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,WASHINGTON CAPITALS_70_BRADEN HOLTBY_G,1,1,1200,1200,HIT,810,1,0002,1,,,,,,,0,0,
